Customer ID,Recency,Frequency,Monetary
13536,1,178,3444.39
13537,426,42,717.85
13538,43,142,3103.13
13539,86,86,1569.36
13540,467,32,632.39
13541,427,10,785.25
13542,377,331,3959.4900000000002
13543,634,47,1439.61
13544,40,238,790.2
13545,391,54,364.93
13546,12,152,1086.24
13547,408,44,167.08
13548,96,184,901.44
13549,26,59,1005.8000000000001
13550,383,42,342.55
13551,319,5,244.2
13552,66,207,6948.92
13553,675,89,499.6
13554,380,196,1629.35
13555,74,397,8891.84
13556,429,9,200.82
13557,28,180,3032.26
13558,6,169,594.52
13559,513,2,990.0
13560,7,32,171.42000000000002
13561,216,229,1803.4
13562,82,196,4838.18
13563,84,49,777.53
13564,144,1200,16498.97
13565,19,60,414.8
13566,41,366,1688.6
13567,428,201,1079.29
13568,173,43,187.05
13569,17,179,726.54
13570,243,27,239.49
13571,13,673,4537.26
13572,206,33,1384.25
13573,50,87,904.52
13574,411,91,404.45
13575,23,46,732.0699999999999
13576,10,268,11202.59
13577,25,168,3489.28
13578,409,9,147.66
13579,15,81,1374.34
13580,406,5,107.75
13581,309,33,280.53000000000003
13582,390,11,241.68
13583,156,96,1445.031
13584,307,80,385.7
13585,531,39,684.54
13586,541,20,127.28
13587,64,30,1673.5
13588,16,174,2478.95
13589,15,52,1120.74
13590,11,406,6336.04
13591,65,101,2093.94
13592,36,16,247.95999999999998
13593,108,408,5493.29
13594,53,33,533.32
13595,517,143,784.48
13596,6,146,664.11
13597,400,17,396.71
13598,47,92,761.96
13599,1,392,9811.04
13600,312,41,518.42
13601,45,185,1159.99
13602,65,58,1025.17
13603,26,27,164.34
13604,659,21,717.62
13605,387,53,522.67
13606,29,40,276.75
13607,40,121,1075.81
13608,541,34,232.05
13609,593,7,167.35
13610,12,399,2103.71
13611,89,226,3297.9300000000003
13612,633,50,818.29
13613,453,59,1039.8500000000001
13614,24,264,2332.74
13615,319,367,6272.53
13616,568,35,283.85
13617,40,107,1278.75
13618,174,13,177.34
13619,545,45,224.94
13620,528,5,112.34
13621,117,19,213.85
13622,696,32,658.95
13623,31,284,2533.06
13624,388,22,462.08
13625,597,21,301.26
13626,253,44,707.04
13627,59,129,2245.9
13628,676,16,310.14
13629,23,87,13370.86
13630,5,71,2031.78
13631,100,11,3070.42
13632,25,220,3645.81
13634,33,446,5033.77
13635,68,162,2999.16
13636,37,63,949.12
13637,52,99,804.3
13638,16,8,122.64
13639,74,59,1346.27
13640,611,4,405.0
13641,641,44,1016.47
13642,216,105,472.2
13643,31,102,2156.77
13644,16,146,2624.26
13645,120,5,252.1
13646,400,58,326.25
13647,10,139,3041.68
13648,400,106,1764.02
13649,257,108,1453.68
13650,17,172,3288.0
13651,35,14,226.85
13652,46,141,2262.05
13653,488,9,152.2
13654,43,329,6308.0
13655,114,119,2280.51
13656,165,87,1078.85
13657,11,16,382.14
13658,10,237,6025.5
13659,206,274,4884.68
13660,400,40,306.64
13661,603,17,325.24
13662,86,136,2233.61
13663,179,99,2047.51
13665,386,106,1711.6599999999999
13666,60,19,127.9
13667,149,83,299.05
13668,3,756,12948.48
13669,51,14,413.55
13670,75,25,349.7
13671,395,64,172.6
13672,301,18,419.92
13673,19,60,387.44
13674,433,14,240.68
13675,151,25,486.82000000000005
13676,539,13,243.9
13677,405,106,551.24
13678,152,16,232.6
13679,494,50,281.26
13680,1,646,11419.67
13681,18,57,827.83
13682,187,3,59.5
13683,458,10,258.6
13684,286,108,594.88
13685,3,39,3119.44
13686,183,34,409.04
13687,438,45,11880.84
13688,635,5,375.5
13689,63,9,1259.5
13690,59,9,172.25
13691,396,54,212.78
13692,25,96,3114.4
13693,374,106,2011.82
13694,4,1519,195640.69
13695,31,96,2770.73
13696,422,24,2020.4
13697,39,12,151.29999999999998
13698,597,38,451.73
13699,155,37,764.15
13700,26,240,2596.97
13701,447,9,161.0
13702,446,5,135.18
13703,318,37,425.56
13704,5,134,2308.06
13705,8,74,1717.19
13706,303,38,631.17
13707,267,155,3365.86
13708,271,49,285.33
13709,4,407,7571.35
13710,32,15,509.52
13711,219,92,1792.26
13712,247,33,766.42
13713,408,80,740.76
13714,465,30,161.35
13715,281,512,8153.04
13716,269,21,138.28
13717,32,124,1763.3
13718,246,12,306.55
13719,15,248,2783.08
13720,117,43,799.9
13721,36,42,741.54
13722,132,189,5635.41
13723,217,58,1194.08
13724,637,42,213.01
13725,50,104,1980.56
13726,39,42,1079.66
13727,29,83,1074.15
13728,37,164,2855.17
13729,436,39,724.73
13730,136,43,752.6
13731,219,38,610.59
13732,28,33,491.86
13733,411,29,487.03000000000003
13734,509,27,6695.6900000000005
13735,25,647,9762.77
13736,5,554,2752.47
13737,200,30,339.59999999999997
13738,396,89,434.78000000000003
13739,18,6,292.2
13740,241,94,1582.77
13741,72,34,668.4300000000001
13742,17,313,3107.87
13743,3,41,1341.6
13744,95,63,1080.52
13745,162,56,777.36
13746,414,9,176.69
13747,374,5,169.79999999999998
13748,96,58,2064.35
13750,54,75,3602.18
13751,288,9,296.25
13752,124,94,1579.83
13753,288,80,2094.57
13754,152,21,447.05
13755,4,321,2108.06
13756,2,343,8655.95
13757,675,8,195.55
13758,12,285,8698.13
13759,33,25,659.4100000000001
13760,54,119,1363.6399999999999
13761,50,122,1952.17
13762,219,35,2472.48
13763,63,50,5217.44
13764,71,370,2919.62
13765,653,17,352.821
13766,495,17,190.35
13767,2,764,33903.57
13768,727,33,875.97
13769,2,275,5478.12
13770,422,48,785.37
13771,64,216,5728.82
13772,34,567,3100.02
13773,397,19,301.54
13774,82,22,345.0
13775,591,63,1049.66
13776,428,2,623.98
13777,1,356,49638.26
13778,103,44,1124.49
13779,516,27,161.13
13780,7,98,732.07
13781,251,57,778.83
13782,13,238,1786.08
13783,488,10,1542.09
13784,10,43,2910.23
13785,429,30,542.49
13786,367,116,3127.99
13787,76,86,1222.5
13788,505,1,3.75
13789,388,18,239.45999999999998
13790,4,45,348.79999999999995
13791,128,11,1516.0
13792,66,23,383.95
13793,647,7,96.0
13794,547,9,126.03
13795,388,29,836.3
13796,499,22,289.7
13797,437,78,1179.45
13798,1,721,75428.87
13799,117,106,2803.57
13800,310,73,1679.56
13801,67,23,324.8
13802,139,448,26259.11
13803,255,78,1338.91
13804,31,167,3161.12
13805,52,13,924.5999999999999
13806,64,10,256.38
13807,367,25,422.2
13808,6,76,1747.66
13809,305,25,679.6999999999999
13810,29,35,1499.01
13811,184,13,814.5
13812,42,36,539.0
13813,40,143,2765.4700000000003
13814,92,79,2257.32
13815,22,356,7475.74
13816,24,28,571.67
13817,29,24,382.98
13818,430,5,61.28
13819,302,101,2642.35
13820,418,89,652.75
13821,145,204,1379.08
13822,6,96,632.0
13823,19,163,3403.4500000000003
13824,33,100,3314.76
13825,622,40,255.59
13826,176,10,189.5
13827,58,92,409.8
13828,22,15,209.49
13829,421,1,102.0
13830,582,11,156.85000000000002
13831,16,182,6585.54
13832,19,55,609.89
13833,159,44,700.41
13834,577,16,324.19
13835,25,71,1095.27
13836,399,31,620.37
13837,212,18,266.59000000000003
13838,6,403,1690.07
13839,486,7,139.95000000000002
13840,416,40,651.4
13841,253,1,85.0
13842,59,335,5319.34
13843,381,18,319.75
13844,11,20,361.62
13845,65,9,312.98
13846,25,81,1307.79
13847,720,19,310.72
13848,92,10,3015.0
13849,52,220,3469.3
13850,129,93,1595.48
13851,96,140,4606.46
13852,611,11,187.35000000000002
13853,57,23,1090.1399999999999
13854,9,178,11944.56
13855,501,73,1310.34
13856,169,54,1142.03
13857,393,128,1001.01
13858,57,11,216.17000000000002
13859,326,36,515.86
13860,1,76,1245.9
13861,429,21,273.26
13862,18,160,2556.09
13863,248,70,1239.55
13864,387,1,662.4000000000001
13865,58,30,501.56
13866,74,7,145.67
13867,31,60,1005.09
13868,7,33,3192.54
13869,123,838,7996.87
13870,2,241,5712.08
13871,23,402,7885.85
13872,527,57,919.57
13873,120,60,1038.92
13874,358,69,2049.15
13875,54,270,4814.37
13876,64,7,122.7
13877,86,23,449.68
13878,55,102,2416.9
13879,646,25,395.5
13880,21,223,4293.86
13881,4,457,45179.1
13882,3,65,1191.13
13883,11,316,6560.02
13884,7,182,1825.03
13885,189,28,506.8
13886,71,16,243.56
13887,204,19,349.55
13888,120,171,2001.59
13889,93,83,1991.23
13890,1,173,2927.38
13891,378,99,859.21
13892,27,36,1267.6499999999999
13893,298,21,821.1
13894,24,27,564.62
13895,28,186,4008.52
13896,626,21,388.55
13897,50,59,1160.72
13898,326,46,686.4
13899,16,19,388.52
13900,183,95,1610.5900000000001
13901,72,310,5676.34
13902,632,63,34095.26
13903,400,10,165.45000000000002
13904,37,26,332.64
13905,733,12,312.65
13906,409,1,42.0
13907,692,4,136.8
13908,80,122,2369.55
13909,423,38,282.85
13911,57,238,4234.99
13912,424,7,124.95
13913,507,3,42.22
13914,12,33,626.45
13915,394,2,70.80000000000001
13916,464,74,1275.81
13917,50,18,272.04
13918,50,30,1212.8400000000001
13919,59,77,1360.68
13920,432,86,1774.68
13921,402,44,730.7
13922,352,30,865.2
13923,54,20,351.13
13924,2,117,1838.8500000000001
13925,93,41,678.25
13926,23,11,223.85000000000002
13927,75,41,708.26
13928,11,27,464.57
13929,169,57,3494.1
13930,58,17,337.34
13931,96,271,5257.38
13932,295,16,307.4
13933,109,23,608.79
13934,264,31,922.1
13935,597,80,6116.92
13936,180,59,939.66
13937,169,54,880.13
13938,35,7,71.66
13939,23,110,1560.96
13940,17,49,839.14
13941,22,94,10027.18
13942,535,1,320.0
13943,578,15,246.54
13944,653,35,200.43
13945,395,51,854.15
13946,79,56,1876.23
13947,65,5,90.6
13948,361,24,548.76
13949,3,160,2427.32
13950,11,35,745.06
13951,176,39,674.45
13952,218,409,12823.521
13953,7,25,6640.68
13954,2,25,439.92
13955,154,85,544.0699999999999
13956,5,147,1019.27
13957,418,27,458.25
13958,380,227,4709.2300000000005
13959,79,157,1064.77
13960,21,12,230.22
13961,392,19,538.4
13962,22,23,362.8
13963,308,165,2860.57
13964,387,24,438.9
13965,477,24,996.61
13966,435,21,384.26
13967,146,6,166.3
13968,423,8,123.66
13969,7,1064,12973.460000000001
13970,386,13,846.55
13971,19,255,4667.57
13972,71,15,190.25
13973,287,11,264.7
13974,49,43,677.72
13975,31,737,5256.4
13976,207,56,1192.3600000000001
13977,411,13,519.8100000000001
13978,15,15,196.79
13979,73,393,3379.93
13980,60,63,768.8199999999999
13981,416,22,331.14
13982,39,225,3954.29
13983,30,325,6753.89
13984,27,88,1893.8
13985,4,480,10020.86
13986,17,13,320.46
13987,380,46,682.54
13988,20,295,4757.8
13989,66,86,2026.06
13990,213,16,311.3
13991,12,82,852.88
13992,30,11,219.5
13993,43,261,6775.71
13994,4,148,2274.14
13995,15,230,3902.01
13996,386,33,895.76
13997,519,44,376.46
13998,447,31,566.7
13999,10,466,9502.26
14000,211,49,2046.34
14001,46,103,4228.85
14002,134,47,529.73
14003,733,16,209.41
14004,43,241,6258.45
14005,10,84,2874.72
14006,116,77,2196.67
14007,513,5,79.48
14008,432,32,509.04
14009,198,74,1099.91
14010,565,24,445.15
14011,480,32,457.82
14012,278,11,328.8
14013,110,68,1084.57
14014,77,76,1948.21
14015,53,20,917.34
14016,162,448,11403.41
14017,571,14,229.75
14018,645,13,367.15
14019,47,66,1421.61
14020,17,72,1249.01
14021,155,90,1716.58
14022,225,47,792.15
14023,7,31,584.07
14024,122,34,645.74
14025,465,99,4057.9
14026,471,50,713.11
14027,61,6,104.82
14028,550,9,10396.5
14029,63,15,467.66
14030,18,824,7521.8
14031,7,750,39019.51
14032,2,230,4546.41
14033,555,1,109.44
14034,22,86,648.89
14035,29,145,2794.75
14036,285,38,626.65
14037,176,114,836.95
14038,78,161,3069.88
14039,33,10,267.28000000000003
14040,41,781,12523.81
14041,266,21,141.41
14042,725,21,431.98
14043,491,41,302.59999999999997
14044,27,826,3077.7
14045,109,37,10986.63
14046,284,14,154.99
14047,9,152,3968.11
14048,305,141,748.69
14049,17,1061,13023.4
14050,32,54,746.36
14051,1,318,21770.98
14052,20,121,466.66
14053,124,9,572.3
14054,65,6,92.46000000000001
14055,106,33,1520.96
14056,1,1088,8152.71
14057,24,447,8346.66
14058,463,24,469.19
14059,267,8,183.6
14060,5,258,8898.24
14061,507,19,917.4300000000001
14062,10,340,25585.65
14063,438,40,22710.2
14064,29,236,3260.24
14065,389,49,891.02
14066,267,7,152.55
14067,64,52,374.7
14068,320,108,1516.72
14069,515,41,225.81
14070,685,41,321.6
14071,4,323,1437.57
14072,667,19,390.85
14073,32,13,151.04
14074,623,6,219.4
14075,5,81,1734.87
14076,129,44,118.67
14077,41,56,615.08
14078,102,148,1553.47
14079,125,13,618.73
14080,33,83,1115.68
14081,302,844,4867.57
14082,365,65,413.36
14083,4,185,1082.19
14084,512,7,150.5
14085,2,1045,9720.67
14086,463,1,39.95
14087,3,213,829.47
14088,10,682,64036.8
14089,57,13,158.75
14090,325,1,76.32000000000001
14091,654,13,9530.08
14092,8,373,7229.45
14093,12,100,433.86
14094,440,43,311.77
14095,723,1,2.95
14096,4,5111,65164.79
14097,481,40,422.86
14098,37,21,147.35
14099,16,521,5750.91
14100,138,25,191.95
14101,74,90,9961.93
14102,5,58,1105.8799999999999
14104,155,135,743.53
14105,239,279,5988.83
14106,737,1,214.8
14107,52,236,4877.3
14108,31,52,1044.96
14109,73,9,144.2
14110,4,399,12987.95
14111,14,10,692.85
14112,23,326,5834.59
14113,4,122,7092.610000000001
14114,274,74,1364.09
14115,502,22,622.67
14116,20,72,1382.74
14117,144,3,90.0
14118,429,15,458.45
14119,376,11,183.37
14121,4,159,2780.15
14122,406,13,362.42
14123,733,24,436.18
14124,84,5,419.58
14125,11,166,2720.63
14126,8,43,1172.46
14127,123,117,1900.0800000000002
14128,61,65,924.21
14129,2,109,2591.34
14130,319,220,1858.77
14131,649,46,168.22
14132,2,200,3586.0299999999997
14133,130,36,911.14
14134,383,180,11123.35
14135,2,219,8839.67
14136,401,106,1570.81
14137,696,11,332.7
14138,2,46,965.88
14139,46,69,1086.8
14140,4,66,935.05
14141,3,40,915.13
14142,373,44,671.34
14143,134,7,115.8
14144,486,1,30.6
14145,47,25,7600.05
14146,9,456,9450.3
14147,78,30,2590.2
14148,234,17,466.29
14149,221,28,446.62
14150,36,26,658.64
14151,673,44,679.45
14152,75,133,1997.34
14153,483,17,233.39999999999998
14154,239,292,6460.7
14155,266,6,118.75
14156,10,4038,313437.62
14157,20,85,978.69
14158,40,41,507.65999999999997
14159,20,1836,7860.8
14160,610,107,8421.47
14161,216,277,2996.93
14162,174,25,289.36
14163,87,58,2594.62
14164,71,29,1631.77
14165,276,24,120.44
14166,505,51,251.15
14167,39,115,1274.29
14168,421,15,370.45
14169,431,64,621.51
14170,375,145,570.18
14171,98,64,498.79
14172,605,44,369.02
14173,11,33,586.0
14174,33,26,134.46
14175,60,331,7678.88
14176,297,37,756.46
14177,86,205,2209.69
14178,9,318,1600.26
14179,41,157,701.57
14180,11,289,6117.5
14181,411,52,308.35
14182,444,50,678.77
14183,411,34,278.34000000000003
14184,67,24,452.89
14185,331,3,197.65
14186,427,104,1550.6299999999999
14187,474,8,123.5
14188,31,65,2054.36
14189,2,307,5503.15
14190,666,1,79.9
14191,2,265,4817.66
14192,388,14,293.74
14193,68,64,1210.19
14194,5,952,18670.59
14195,202,16,2615.6
14196,107,6,335.52
14197,411,20,390.05
14198,18,91,1569.73
14199,218,18,1091.7
14200,617,21,379.2
14201,60,55,1193.54
14202,381,29,847.76
14203,397,16,339.34
14204,2,220,1024.83
14205,17,123,2414.2
14206,239,71,1185.01
14207,688,2,157.8
14208,95,35,567.05
14209,11,231,4993.27
14210,106,314,5556.570000000001
14211,53,240,4402.29
14212,90,21,2190.14
14213,405,5,1192.2
14214,31,67,1004.38
14215,12,186,3250.33
14216,3,77,2150.04
14217,2,174,3298.59
14218,43,12,169.48000000000002
14219,4,43,633.83
14220,247,38,1515.0
14221,42,347,6517.49
14222,177,41,683.17
14223,92,60,991.13
14224,110,229,1841.71
14225,435,86,2031.07
14226,29,97,2985.13
14227,26,377,6368.71
14228,438,38,745.5
14229,52,72,2594.04
14230,436,33,979.8000000000001
14231,184,69,1235.6200000000001
14232,43,115,2048.07
14233,49,73,2904.27
14234,22,147,754.12
14235,75,148,4717.99
14236,81,47,1555.34
14237,373,26,471.14
14238,326,13,434.23
14239,43,210,4263.17
14240,30,61,1247.49
14241,184,12,333.7
14242,235,16,280.55
14243,9,363,7217.75
14244,661,16,366.41999999999996
14245,220,108,1693.45
14246,111,75,1474.06
14247,278,113,753.56
14248,318,47,1032.95
14249,411,272,5400.461
14250,7,111,1904.05
14251,2,78,2879.7000000000003
14252,381,10,350.99
14253,493,12,363.40000000000003
14254,433,23,601.03
14255,546,1,1000.63
14256,260,133,2460.79
14257,64,240,5954.45
14258,9,300,32051.34
14259,142,5,120.0
14260,471,51,824.28
14261,51,52,1163.45
14262,8,143,2618.23
14263,423,16,322.93
14264,155,79,1517.3600000000001
14265,109,79,1373.35
14266,428,1,40.56
14267,163,55,1516.24
14268,471,19,354.85
14269,439,16,295.73
14270,332,29,492.65000000000003
14271,226,38,214.18
14272,74,64,920.81
14273,51,29,559.97
14274,686,15,256.6
14275,396,23,1189.3799999999999
14276,99,121,2102.68
14277,15,379,17197.61
14278,410,13,205.83
14279,521,3,191.86
14280,197,8,134.04
14281,408,7,245.15
14282,3,239,7250.76
14283,463,41,628.4399999999999
14284,31,67,1299.65
14285,21,61,3284.42
14286,24,499,8479.76
14287,8,9,176.63
14288,213,16,426.6
14289,9,47,911.26
14290,11,151,4516.56
14291,2,494,7904.099999999999
14292,8,193,9226.25
14293,3,119,2903.01
14294,407,23,375.34000000000003
14295,40,72,2362.91
14296,421,27,456.4
14297,18,62,1305.33
14298,8,2864,91194.49
14299,8,335,14070.25
14300,19,3,43.2
14301,117,53,1992.18
14302,431,28,742.9000000000001
14303,407,22,277.94
14304,223,88,1725.01
14305,71,105,1858.96
14306,51,46,3151.4
14307,89,262,4287.92
14308,549,2,1147.02
14309,8,189,3780.81
14310,433,22,492.1
14311,243,31,516.45
14312,47,180,3090.29
14314,107,10,229.79999999999998
14315,45,133,3197.82
14316,422,31,1370.34
14317,65,24,508.58
14318,460,9,158.02
14319,424,26,494.85
14320,207,81,1346.75
14321,11,179,2218.06
14322,429,13,474.1
14323,115,36,605.0600000000001
14324,410,41,701.61
14325,570,18,245.48000000000002
14326,242,57,940.98
14327,163,106,1894.93
14328,438,1,445.05
14329,17,552,9887.62
14330,624,13,200.63
14331,124,28,462.65999999999997
14332,23,62,1917.41
14333,68,15,415.2
14334,17,258,4318.48
14335,16,60,454.86
14336,17,90,1614.91
14338,161,50,928.1
14339,243,23,620.27
14340,219,6,134.7
14341,45,265,4452.02
14342,21,33,918.44
14343,421,234,1079.66
14344,127,230,2993.05
14345,39,6,108.97999999999999
14346,121,146,2315.75
14347,737,6,82.60000000000001
14348,260,18,409.57
14349,10,31,133.5
14350,274,59,972.03
14351,165,1,51.0
14352,157,47,1078.96
14353,215,25,376.5
14354,6,9,163.62
14355,366,60,840.05
14356,80,33,701.23
14357,43,40,225.12
14358,389,25,400.06
14359,19,55,912.18
14360,32,117,2118.03
14361,579,14,214.70999999999998
14362,22,37,151.5
14363,402,8,227.47000000000003
14364,109,69,3717.35
14365,395,51,634.68
14366,525,1,136.0
14367,8,521,9227.82
14368,320,8,155.0
14369,642,26,469.13
14370,451,44,1175.78
14371,295,4,100.5
14372,443,38,860.08
14373,358,4,76.55
14374,541,7,108.0
14375,185,205,1106.82
14376,683,18,215.46
14377,191,11,617.05
14378,622,9,131.25
14379,44,128,1265.16
14380,682,1,48.96
14381,52,112,625.94
14382,26,279,1193.63
14383,38,59,1247.69
14384,501,3,58.5
14385,9,14,202.10999999999999
14386,297,7,142.4
14387,33,139,1727.6
14388,10,393,6388.2
14389,65,87,1898.01
14390,10,459,6150.03
14391,577,14,135.6
14392,432,14,266.4
14393,218,5,67.95
14394,565,6,93.8
14395,2,779,7801.93
14396,65,249,1969.38
14397,3,87,2612.96
14398,401,53,707.79
14399,394,192,2108.21
14400,149,73,1732.47
14401,4,266,6795.9
14402,652,8,285.6
14403,130,25,1880.51
14404,34,181,2724.13
14405,387,2,195.0
14406,119,8,156.75
14407,107,73,2157.73
14408,11,128,4102.27
14409,71,104,3427.29
14410,92,385,2631.9
14411,311,14,1063.0
14412,43,84,1426.19
14413,362,96,764.52
14414,92,118,2399.33
14415,1,1234,11980.09
14416,22,14,490.22
14417,388,117,524.65
14418,4,124,1937.25
14419,11,225,1254.64
14420,99,93,1639.17
14421,57,96,2469.37
14422,1,552,10271.52
14423,218,15,916.61
14424,18,1,322.08
14425,435,39,661.39
14426,24,604,11727.94
14427,50,44,1263.52
14428,7,137,1224.06
14429,404,22,516.28
14430,512,35,1220.9
14431,303,81,2614.2
14432,10,377,2248.5
14433,466,74,280.7
14434,22,12,1372.8
14435,502,3,90.42
14436,99,11,271.7
14437,366,42,873.34
14438,306,9,131.9
14439,320,129,9443.04
14440,8,128,5982.03
14441,1,154,4611.6900000000005
14442,205,183,5367.02
14443,54,133,2082.97
14444,456,11,120.44
14445,456,32,221.65
14446,1,319,1200.28
14447,19,106,1711.73
14448,9,20,375.35
14449,19,483,2230.96
14450,181,76,1128.44
14451,60,512,3258.68
14452,11,129,658.95
14453,190,22,119.93
14454,376,110,977.3000000000001
14455,432,77,617.72
14456,5,947,3017.28
14457,311,4,113.64
14458,381,47,228.07
14459,155,113,5375.741
14460,110,42,1093.5
14461,148,636,6676.91
14462,66,281,2242.81
14463,98,8,786.5699999999999
14464,568,4,111.0
14465,247,193,3925.85
14466,29,206,4267.15
14467,18,303,2203.2400000000002
14468,734,12,204.24
14469,416,145,2093.46
14470,12,60,712.04
14471,591,41,400.95
14472,104,309,2118.72
14473,74,7,234.34
14474,46,127,1258.89
14475,72,48,1151.15
14476,257,17,193.0
14477,20,14,1969.6
14478,382,68,1276.66
14479,254,139,1124.71
14480,11,65,1299.52
14481,165,150,2284.69
14482,18,244,4306.72
14483,282,13,257.1
14484,50,53,1070.98
14485,39,46,162.8
14486,512,6,175.5
14487,27,168,1266.27
14488,68,46,1064.28
14489,207,100,1574.93
14490,406,80,1273.47
14491,175,17,340.93
14492,430,92,1921.91
14493,7,355,5087.86
14494,26,17,401.46
14495,51,7,174.8
14496,312,106,2363.89
14497,309,40,697.0600000000001
14498,43,369,3900.83
14499,26,311,2101.79
14500,88,7,356.85
14501,184,10,251.21
14502,20,608,2429.83
14503,3,164,3543.26
14504,47,107,673.26
14505,17,1575,11879.08
14506,17,398,2960.25
14507,24,258,3216.7400000000002
14508,22,177,822.92
14509,534,25,110.95
14510,376,75,979.85
14511,11,68,1314.81
14512,188,79,1215.97
14513,101,19,788.01
14514,61,319,4380.04
14515,18,173,3724.06
14516,516,35,151.17
14517,33,18,330.45
14518,64,16,174.37
14519,684,38,203.14
14520,2,4,270.6
14521,491,17,199.45000000000002
14522,24,45,1748.42
14523,108,12,241.09
14524,32,322,2909.86
14525,20,526,8026.54
14526,389,41,258.65
14527,3,2639,27246.88
14528,37,18,364.21999999999997
14529,60,213,578.61
14530,26,473,6088.87
14531,480,29,376.34
14532,236,314,3845.78
14533,25,89,3466.37
14534,3,715,6187.66
14535,60,825,5973.2300000000005
14536,260,18,170.95
14537,58,23,641.4
14538,65,52,1370.8400000000001
14539,16,32,537.48
14540,10,264,3709.64
14541,59,175,2491.38
14542,186,5,103.25
14543,29,212,14587.87
14544,24,187,2938.53
14545,674,23,349.25
14546,5,790,5184.84
14547,4,355,3974.75
14548,151,110,2541.29
14549,311,143,913.6
14550,11,97,1345.06
14551,18,79,878.09
14552,152,154,507.93
14553,19,288,1818.6
14554,10,203,2279.4900000000002
14555,57,117,2304.03
14556,596,196,815.69
14557,85,16,788.38
14558,654,15,655.5
14559,390,2,75.6
14560,7,200,6114.03
14561,76,69,1080.76
14562,4,601,6638.150000000001
14563,510,106,640.54
14564,435,107,2605.62
14565,96,160,3859.2200000000003
14566,111,16,4092.0
14567,57,33,1530.3600000000001
14568,435,47,919.7
14569,1,34,597.33
14570,281,68,613.75
14571,425,30,160.0
14572,3,507,5526.88
14573,180,310,2163.12
14574,733,11,143.70000000000002
14575,488,72,420.22
14576,372,1,35.400000000000006
14577,13,182,1364.15
14578,3,24,168.63
14579,432,25,105.56
14580,518,1,14.85
14581,17,60,409.65
14582,41,6,114.11
14583,6,464,1660.29
14584,169,218,1738.16
14585,50,111,1143.27
14586,277,19,237.35999999999999
14587,19,371,1580.29
14588,578,16,135.39
14589,372,3,39.75
14590,425,202,2993.37
14591,15,176,1320.21
14592,35,158,557.94
14593,22,611,3665.53
14594,7,52,363.33
14595,20,136,2164.45
14596,627,53,222.22
14597,11,95,2184.63
14598,44,90,384.04
14599,390,79,457.89
14600,306,54,865.17
14601,11,7,213.96
14602,656,31,205.36
14603,275,2,660.0
14604,633,23,143.85999999999999
14605,374,108,921.5600000000001
14606,1,6359,29951.37
14607,16,203,23763.13
14608,4,43,3352.94
14609,72,13,1486.2
14610,396,10,24.35
14611,444,38,604.3299999999999
14612,415,14,877.7
14613,680,1,76.32000000000001
14614,386,19,295.13
14615,394,48,951.76
14616,243,5,527.78
14617,403,9,190.47
14618,9,51,1342.32
14619,246,60,1291.24
14620,206,26,412.78000000000003
14621,1,159,3000.57
14622,185,21,320.58000000000004
14623,32,282,2016.98
14624,57,51,814.0699999999999
14625,196,266,4497.88
14626,24,232,5410.92
14627,379,29,462.75
14628,91,86,1998.0
14629,4,150,955.26
14630,484,21,338.65
14631,51,91,2025.69
14632,263,8,114.56
14633,266,20,344.90000000000003
14634,438,109,2124.46
14635,454,15,215.22
14636,36,28,609.85
14637,677,7,106.67999999999999
14638,51,16,443.6
14639,52,292,4978.96
14640,24,203,3649.36
14641,22,7,110.46
14642,59,2,96.12
14643,170,62,1679.89
14644,68,62,2247.72
14645,157,48,876.89
14646,2,3849,528602.52
14647,201,48,506.04
14648,416,431,4466.65
14649,5,527,3651.19
14650,589,4,62.5
14651,67,283,2025.52
14652,77,29,114.18
14653,1,382,3593.06
14654,738,27,246.86
14655,8,103,3878.51
14656,169,207,790.0
14657,18,209,1450.19
14658,5,29,247.15
14659,9,253,2529.93
14660,87,30,285.74
14661,27,4,107.95
14662,29,238,1376.43
14663,430,68,490.6
14664,20,98,636.24
14665,61,132,2749.65
14666,24,14,195.25
14667,11,1270,20395.34
14668,445,12,111.63
14669,242,387,3216.78
14670,280,179,583.33
14671,549,55,1127.45
14672,235,106,1113.14
14673,3,148,3037.32
14674,509,14,173.66
14675,16,221,1015.58
14676,31,133,8356.79
14677,593,14,184.91
14678,579,24,403.39
14679,382,63,1289.44
14680,25,1274,55688.5
14681,71,20,875.1500000000001
14682,188,86,1514.81
14683,588,21,146.56
14684,26,486,1430.03
14685,576,187,4536.64
14686,414,219,852.53
14687,107,40,1402.06
14688,8,489,7190.42
14689,209,13,112.80000000000001
14690,44,103,777.6800000000001
14691,31,71,2114.33
14692,137,159,1715.1399999999999
14693,265,75,1165.3600000000001
14694,617,15,244.31
14695,519,82,1534.22
14696,4,154,2473.28
14697,218,22,188.61
14698,2,200,1217.27
14699,214,50,702.6
14700,32,167,3076.06
14701,11,595,4487.11
14702,1,679,6368.78
14703,15,22,318.17
14704,11,455,1752.92
14705,199,1,179.0
14706,619,25,367.54
14707,436,2,139.2
14708,3,41,1793.22
14709,15,357,8886.33
14710,14,432,1899.79
14711,10,345,2839.62
14712,29,32,1328.0700000000002
14713,9,676,5115.76
14714,24,93,906.24
14715,25,137,1825.45
14716,43,96,543.28
14717,733,11,81.3
14718,410,11,226.42
14719,2,235,1581.84
14720,6,37,663.81
